"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"ALTER";"GESCHLECHT";"BILDUNG";"LAND";"LAND_2";"BLUTSPENDEVERHALTEN";"BLUTSPENDEORGANISATION";"BLUTSPENDEORGANISATION_2";"AMOTIVATION_1";"AMOTIVATION_2";"AMOTIVATION_3";"EXTERNAL_REGULATION_1";"EXTERNAL_REGULATION_2";"EXTERNAL_REGULATION_3";"INTROJECTED_REGULATION_1";"INTROJECTED_REGULATION_2";"ATTENTION_CHECK";"INTROJECTED_REGULATION_3";"IDENTIFIED_REGUALTION_1";"IDENTIFIED_REGUALTION_2";"IDENTIFIED_REGUALTION_3";"INTEGRATED_REGULATION_1";"INTEGRATED_REGULATION_2";"INTEGRATED_REGULATION_3";"INTRINSIC_REGUALTION_1";"INTRINSIC_REGUALTION_2";"INTRINSIC_REGUALTION_3";"INTENTION_1";"INTENTION_2";"INTENTION_3";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6889058";"rts6889146";"rts6889149";"rts6891057";"rts6891082";"rts6891085";"rts6891089";"rts6891115"
"1977";"0";"0";"31";"6888322";"-77";"365";"1";"23";"1";"4";"1";"-99";"1";"4";"Haema ";"1";"2";"1";"3";"2";"1";"5";"5";"1";"3";"7";"7";"7";"5";"6";"5";"5";"4";"4";"5";"5";"5";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"38def0381020633d07a6b8bcfd8fcf69";"1";"0";"1711321615";"2024-03-24 23:06:55";"2024-03-24 23:13:00";"0000-00-00 00:00:00";"79";"102";"296";"300";"320";"0";"0";"365"
"1978";"0";"0";"31";"6888322";"-77";"227";"2";"46";"1";"7";"1";"-99";"1";"1";"-99";"1";"3";"2";"2";"3";"2";"3";"4";"1";"5";"6";"7";"6";"4";"4";"4";"5";"5";"3";"7";"7";"7";"Mozilla/5.0 (Linux; Android 12; SM-G973F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.136 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/456.0.0.39.90;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"ea7659e82bc68eda09bfbc46a88850e9";"1";"0";"1711347761";"2024-03-25 06:22:41";"2024-03-25 06:26:28";"0000-00-00 00:00:00";"34";"40";"177";"184";"0";"205";"0";"227"
"1979";"0";"0";"31";"6888322";"-77";"166";"3";"29";"1";"5";"1";"-99";"2";"-77";"-66";"4";"4";"6";"1";"1";"1";"1";"6";"1";"1";"2";"7";"7";"2";"1";"1";"1";"1";"1";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"1";"0";"-77";"-77";"e9b9b3e7ac1011fbbe740072dc3af26e";"1";"0";"1711398462";"2024-03-25 20:27:42";"2024-03-25 20:30:28";"0000-00-00 00:00:00";"46";"0";"148";"153";"0";"0";"157";"166"
"1981";"0";"0";"31";"6888322";"-77";"151";"3";"34";"2";"7";"1";"-99";"2";"-77";"-66";"6";"6";"4";"1";"1";"1";"2";"3";"1";"1";"1";"7";"7";"2";"4";"1";"1";"4";"1";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/117.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"1";"0";"-77";"-77";"8bbfdb31c50924c89bd082ff228ddc65";"1";"0";"1711400562";"2024-03-25 21:02:42";"2024-03-25 21:05:13";"0000-00-00 00:00:00";"22";"0";"127";"132";"0";"0";"135";"151"
"1982";"0";"0";"31";"6888322";"-77";"120";"2";"58";"2";"7";"1";"-99";"1";"1";"-99";"1";"5";"1";"1";"1";"1";"4";"7";"1";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36";"https://l.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"753df559a2c69cb7c1056fbc3db4791c";"1";"0";"1711442046";"2024-03-26 08:34:06";"2024-03-26 08:36:06";"0000-00-00 00:00:00";"19";"23";"90";"94";"0";"106";"0";"120"
"1983";"0";"0";"31";"6888322";"-77";"86";"1";"48";"2";"2";"1";"-99";"1";"1";"-99";"3";"1";"3";"6";"4";"2";"2";"5";"1";"1";"7";"5";"3";"5";"5";"3";"3";"7";"1";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"https://l.facebook.com/";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"da100c5157f89267ee0a5eefa24ca003";"1";"0";"1711446358";"2024-03-26 09:45:58";"2024-03-26 09:47:24";"0000-00-00 00:00:00";"17";"21";"67";"71";"76";"0";"0";"86"
"1984";"0";"0";"31";"6888322";"-77";"220";"2";"25";"1";"3";"1";"-99";"2";"-77";"-66";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"4";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"2aa32360b15d178ec457209268e4a61c";"1";"0";"1711447917";"2024-03-26 10:11:57";"2024-03-26 10:15:37";"0000-00-00 00:00:00";"41";"0";"187";"191";"0";"205";"0";"220"
"1985";"0";"0";"31";"6888322";"-77";"177";"3";"25";"1";"4";"1";"-99";"1";"1";"-99";"5";"5";"2";"4";"3";"1";"3";"5";"1";"5";"4";"7";"6";"2";"5";"3";"5";"1";"3";"4";"7";"5";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"0";"0";"-77";"-77";"1462f6446f9912f557a21b13048c1dc5";"1";"0";"1711451265";"2024-03-26 11:07:45";"2024-03-26 11:10:42";"0000-00-00 00:00:00";"13";"23";"156";"159";"0";"0";"161";"177"
"1986";"0";"0";"31";"6888322";"-77";"153";"1";"27";"2";"6";"1";"-99";"1";"1";"-99";"1";"2";"6";"1";"5";"4";"4";"4";"1";"5";"6";"7";"7";"6";"6";"6";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (Linux; Android 14; SM-S921B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.136 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/456.0.0.39.90;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"d7030edc0f9f8a5986f9049fa79ea086";"1";"0";"1711459220";"2024-03-26 13:20:20";"2024-03-26 13:22:53";"0000-00-00 00:00:00";"14";"18";"124";"126";"137";"0";"0";"153"
"1987";"0";"0";"31";"6888322";"-77";"162";"1";"26";"2";"4";"1";"-99";"2";"-77";"-66";"3";"6";"3";"3";"3";"1";"5";"4";"1";"5";"5";"7";"7";"3";"3";"2";"4";"4";"1";"3";"3";"3";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"d5a75e6721683d51647b3f2afe0b2211";"1";"0";"1711463994";"2024-03-26 14:39:54";"2024-03-26 14:42:36";"0000-00-00 00:00:00";"22";"0";"132";"135";"147";"0";"0";"162"
"1988";"0";"0";"31";"6888322";"-77";"293";"3";"28";"2";"6";"1";"-99";"2";"-77";"-66";"3";"7";"5";"1";"1";"1";"1";"1";"1";"1";"2";"7";"7";"2";"6";"2";"1";"5";"1";"1";"1";"1";"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-G990B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"1";"0";"-77";"-77";"a296ae64042a65e90c186c1bcab367f2";"1";"0";"1711482972";"2024-03-26 19:56:12";"2024-03-26 20:01:05";"0000-00-00 00:00:00";"74";"0";"262";"269";"0";"0";"272";"293"
"1989";"0";"0";"31";"6888322";"-77";"235";"2";"20";"1";"4";"1";"-99";"1";"4";"Haema";"1";"3";"5";"7";"5";"5";"3";"5";"1";"5";"5";"7";"6";"7";"6";"6";"5";"4";"4";"5";"7";"5";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889146,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"dcad94123d32ec3b94da2fd0170a9394";"1";"0";"1711566674";"2024-03-27 19:11:14";"2024-03-27 19:15:09";"0000-00-00 00:00:00";"17";"134";"205";"209";"0";"220";"0";"235"
"1990";"0";"0";"31";"6888322";"-77";"253";"1";"39";"1";"6";"1";"-99";"1";"3";"-99";"4";"7";"5";"1";"1";"1";"1";"1";"1";"2";"5";"7";"4";"1";"1";"1";"2";"1";"1";"1";"1";"1";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36 EdgA/122.0.0.0";"https://www.surveycircle.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"8f98d67777ed36adfd9c01e77eca392c";"1";"0";"1711578264";"2024-03-27 22:24:24";"2024-03-27 22:28:37";"0000-00-00 00:00:00";"33";"44";"192";"200";"226";"0";"0";"253"
"1991";"0";"0";"31";"6888322";"-77";"144";"3";"25";"1";"5";"1";"-99";"2";"-77";"-66";"7";"7";"4";"1";"1";"1";"1";"1";"1";"1";"1";"7";"7";"1";"1";"1";"1";"1";"1";"1";"1";"1";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Safari/605.1.15";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"0";"0";"-77";"-77";"f60ef53de363561a2fd82d43b31e4881";"1";"0";"1711630117";"2024-03-28 12:48:37";"2024-03-28 12:51:01";"0000-00-00 00:00:00";"16";"0";"120";"124";"0";"0";"126";"144"
"1992";"0";"0";"31";"6888322";"-77";"281";"2";"21";"1";"4";"1";"-99";"1";"4";"Haema";"1";"5";"2";"2";"1";"1";"1";"1";"1";"2";"5";"7";"6";"3";"6";"4";"5";"6";"1";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"2eed207716b51305785f7bae6bea47cb";"1";"0";"1711649302";"2024-03-28 18:08:22";"2024-03-28 18:13:03";"0000-00-00 00:00:00";"21";"35";"187";"201";"0";"243";"0";"281"
"1993";"0";"0";"31";"6888322";"-77";"288";"1";"49";"1";"2";"1";"-99";"1";"1";"-99";"1";"4";"7";"1";"1";"1";"4";"3";"1";"5";"7";"7";"7";"5";"4";"6";"5";"5";"4";"7";"7";"7";"Mozilla/5.0 (Linux; Android 11; SM-A405FN Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.136 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/456.0.0.39.90;]";"https://lm.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"b19adde7b09ad2c80b6368825f32ed64";"1";"0";"1711658412";"2024-03-28 20:40:12";"2024-03-28 20:45:00";"0000-00-00 00:00:00";"67";"75";"243";"250";"272";"0";"0";"288"
"1994";"0";"0";"31";"6888322";"-77";"142";"3";"47";"2";"3";"1";"-99";"1";"1";"-99";"1";"4";"2";"1";"1";"1";"1";"4";"1";"2";"5";"7";"7";"5";"6";"5";"5";"2";"3";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 [FBAN/FBIOS;FBAV/457.0.2.43.105;FBBV/581666343;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/17.4.1;FBSS/3;FBID/phone;FBLC/de_DE;FBOP/5;FBRV/582692932]";"http://m.facebook.com";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"1";"0";"-77";"-77";"e0b69ba90d8d25f11197e5f53cf5f505";"1";"0";"1711720387";"2024-03-29 13:53:07";"2024-03-29 13:55:29";"0000-00-00 00:00:00";"23";"28";"118";"125";"0";"0";"128";"142"
"1995";"0";"0";"31";"6888322";"-77";"136";"2";"58";"1";"2";"1";"-99";"1";"1";"-99";"1";"2";"7";"1";"1";"1";"1";"4";"1";"4";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0";"https://l.facebook.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"f650e59304402927d12fd30834c794c7";"1";"0";"1711727628";"2024-03-29 15:53:48";"2024-03-29 15:56:04";"0000-00-00 00:00:00";"16";"23";"106";"111";"0";"121";"0";"136"
"1996";"0";"0";"31";"6888322";"-77";"312";"2";"18";"1";"4";"1";"-99";"2";"-77";"-66";"5";"6";"4";"1";"2";"1";"2";"2";"1";"2";"3";"5";"5";"2";"1";"2";"2";"2";"1";"3";"4";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 324.0.4.26.52 (iPhone13,3; iOS 17_3_1; de_DE; de; scale=3.00; 1170x2532; 580117525)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"c1defb681f6530936a00b1551499d101";"1";"0";"1711783772";"2024-03-30 07:29:32";"2024-03-30 07:34:44";"0000-00-00 00:00:00";"15";"0";"84";"86";"0";"114";"0";"312"
"1997";"0";"0";"31";"6888322";"-77";"197";"3";"22";"1";"5";"1";"-99";"2";"-77";"-66";"1";"2";"1";"5";"4";"2";"2";"2";"1";"4";"6";"7";"6";"3";"2";"2";"5";"4";"3";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_7_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/20H330 Instagram 324.0.4.26.52 (iPhone10,1; iOS 16_7_7; de_DE; de; scale=2.00; 750x1334; 580117525)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"0";"0";"-77";"-77";"7e66ed210943336a25cf320d7fc0c39c";"1";"0";"1711783907";"2024-03-30 07:31:47";"2024-03-30 07:35:04";"0000-00-00 00:00:00";"20";"0";"154";"161";"0";"0";"165";"197"
"1998";"0";"0";"31";"6888322";"-77";"213";"1";"22";"1";"4";"1";"-99";"2";"-77";"-66";"5";"7";"5";"1";"4";"1";"3";"5";"1";"3";"3";"7";"7";"3";"2";"3";"1";"3";"1";"5";"5";"7";"Mozilla/5.0 (Linux; Android 11; 2201117SY Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.119 Mobile Safari/537.36 Instagram 324.0.0.27.50 Android (30/11; 440dpi; 1080x2177; Xiaomi/Redmi; 2201117SY; fleur; mt6781; de_DE; 581020724)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"a78e7de4d951ecf074b4cb6e29f61bf1";"1";"0";"1711784026";"2024-03-30 07:33:46";"2024-03-30 07:37:19";"0000-00-00 00:00:00";"18";"0";"176";"180";"193";"0";"0";"213"
"1999";"0";"0";"31";"6888322";"-77";"116";"1";"20";"1";"4";"1";"-99";"2";"-77";"-66";"2";"2";"3";"5";"5";"2";"5";"6";"1";"5";"6";"6";"7";"5";"5";"5";"4";"5";"4";"6";"6";"6";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21C66 Instagram 315.1.2.21.112 (iPhone12,1; iOS 17_2_1; de_DE; de; scale=2.00; 828x1792; 559614958)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"db62404acc8382cdb9fd245857212fc7";"1";"0";"1711784599";"2024-03-30 07:43:19";"2024-03-30 07:45:15";"0000-00-00 00:00:00";"16";"0";"87";"91";"103";"0";"0";"116"
"2000";"0";"0";"31";"6888322";"-77";"116";"2";"22";"1";"4";"1";"-99";"2";"-77";"-66";"2";"3";"1";"4";"4";"4";"4";"5";"1";"4";"4";"7";"7";"4";"5";"5";"2";"7";"3";"2";"3";"3";"Mozilla/5.0 (Linux; Android 14; SM-A546B Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.119 Mobile Safari/537.36 Instagram 324.0.0.27.50 Android (34/14; 420dpi; 1080x2134; samsung; SM-A546B; a54x; s5e8835; de_DE; 581020671)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"0";"0";"0";"-77";"-77";"e3ed26f7e35ed414b5bd73fbf6d862ca";"1";"0";"1711784611";"2024-03-30 07:43:31";"2024-03-30 07:45:27";"0000-00-00 00:00:00";"16";"0";"96";"98";"0";"104";"0";"116"
"2001";"0";"0";"31";"6888322";"-77";"183";"3";"21";"1";"4";"1";"-99";"2";"-77";"-66";"5";"3";"1";"1";"1";"1";"3";"4";"1";"3";"5";"7";"7";"4";"2";"4";"2";"5";"1";"1";"1";"1";"Mozilla/5.0 (Linux; Android 12; SM-A127F Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/122.0.6261.120 Mobile Safari/537.36 Instagram 324.0.0.27.50 Android (31/12; 320dpi; 720x1461; samsung; SM-A127F; a12s; exynos850; de_DE; 581020696)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"0";"1";"0";"-77";"-77";"40088094fc61e5674c2ea6a038a9daa8";"1";"0";"1711784636";"2024-03-30 07:43:56";"2024-03-30 07:46:59";"0000-00-00 00:00:00";"28";"0";"148";"155";"0";"0";"157";"183"
"2002";"0";"0";"31";"6888322";"-77";"223";"2";"23";"1";"4";"1";"-99";"2";"-77";"-66";"2";"3";"5";"1";"2";"1";"6";"7";"1";"7";"7";"7";"7";"5";"2";"7";"4";"7";"3";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 324.0.4.26.52 (iPhone14,5; iOS 17_3_1; de_DE; de; scale=3.00; 1170x2532; 580117525)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"503de5d12aca04f3fb399f35f63a144c";"1";"0";"1711784657";"2024-03-30 07:44:17";"2024-03-30 07:48:00";"0000-00-00 00:00:00";"16";"0";"164";"176";"0";"181";"0";"223"
"2003";"0";"0";"31";"6888322";"-77";"124";"3";"22";"1";"4";"1";"-99";"2";"-77";"-66";"4";"4";"1";"1";"1";"1";"5";"5";"1";"4";"4";"7";"7";"4";"5";"4";"4";"4";"2";"4";"5";"4";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 324.0.4.26.52 (iPhone13,2; iOS 17_3_1; de_DE; de; scale=3.00; 1170x2532; 580117525)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"0";"0";"-77";"-77";"c543f2a185e36f8a5caaef7f50a929b9";"1";"0";"1711785038";"2024-03-30 07:50:38";"2024-03-30 07:52:42";"0000-00-00 00:00:00";"14";"0";"105";"109";"0";"0";"111";"124"
"2004";"0";"0";"31";"6888322";"-77";"173";"1";"21";"1";"4";"1";"-99";"2";"-77";"-66";"1";"1";"5";"1";"1";"1";"5";"5";"1";"7";"7";"7";"7";"2";"7";"6";"1";"7";"1";"5";"6";"6";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 324.0.4.26.52 (iPhone14,5; iOS 17_3_1; de_DE; de; scale=3.00; 1170x2532; 580117525)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"1";"1";"0";"-77";"-77";"e46d2db042ea1d0dc0b41cd129227a81";"1";"0";"1711785201";"2024-03-30 07:53:21";"2024-03-30 07:56:14";"0000-00-00 00:00:00";"34";"0";"140";"145";"157";"0";"0";"173"
"2005";"0";"0";"31";"6888322";"-77";"182";"2";"18";"1";"4";"1";"-99";"2";"-77";"-66";"1";"3";"1";"1";"1";"2";"5";"7";"1";"7";"7";"7";"7";"7";"7";"7";"3";"7";"4";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21E236 Instagram 324.0.4.26.52 (iPhone13,4; iOS 17_4_1; de_DE; de; scale=3.00; 1284x2778; 580117525) NW/3";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6888322";"1";"0";"0";"-77";"-77";"c36d57918d194b8dc97203819ef6c076";"1";"0";"1711785781";"2024-03-30 08:03:01";"2024-03-30 08:06:03";"0000-00-00 00:00:00";"18";"0";"136";"142";"0";"156";"0";"182"
"2006";"0";"0";"31";"6888322";"-77";"147";"1";"25";"1";"4";"1";"-99";"1";"3";"-99";"4";"5";"5";"6";"5";"1";"3";"3";"1";"5";"5";"5";"6";"5";"5";"5";"5";"4";"3";"6";"6";"6";"Mozilla/5.0 (Linux; Android 13; SM-G780G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/123.0.6312.40 Mobile Safari/537.36 Instagram 324.0.0.27.50 Android (33/13; 480dpi; 1080x2168; samsung; SM-G780G; r8q; qcom; en_GB; 581020724)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6888322";"0";"1";"0";"-77";"-77";"bdc5308e01e22d6f04e52ee729b28386";"1";"0";"1711785982";"2024-03-30 08:06:22";"2024-03-30 08:08:49";"0000-00-00 00:00:00";"16";"29";"125";"126";"134";"0";"0";"147"
"2007";"0";"0";"31";"6888322";"-77";"173";"3";"22";"1";"4";"1";"-99";"2";"-77";"-66";"3";"3";"1";"1";"1";"2";"1";"2";"1";"1";"5";"7";"7";"3";"2";"2";"3";"2";"1";"2";"6";"4";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/21D61 Instagram 324.0.4.26.52 (iPhone13,1; iOS 17_3_1; en_DE; en; scale=3.00; 1125x2436; 580117525)";"https://l.instagram.com/";"0";"0";"-66";"0";"6889058,6889058,6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"0";"0";"-77";"-77";"f5261dddacf61ba010f3dd5a0b2677da";"1";"0";"1711786582";"2024-03-30 08:16:22";"2024-03-30 08:19:15";"0000-00-00 00:00:00";"25";"0";"153";"157";"0";"0";"159";"173"
"2008";"0";"0";"31";"6888322";"-77";"98";"3";"21";"1";"3";"1";"-99";"2";"-77";"-66";"1";"2";"1";"2";"1";"1";"3";"5";"1";"5";"7";"7";"6";"6";"7";"7";"7";"7";"5";"7";"7";"7";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/124.0  Mobile/15E148 Safari/605.1.15";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6888322";"1";"0";"0";"-77";"-77";"33ffbc88d653d173756869791e74b910";"1";"0";"1711786829";"2024-03-30 08:20:29";"2024-03-30 08:22:07";"0000-00-00 00:00:00";"14";"0";"84";"86";"0";"0";"88";"98"
