"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"ALTER";"GESCHLECHT";"BILDUNG";"LAND";"LAND_2";"BLUTSPENDEVERHALTEN";"BLUTSPENDEORGANISATION";"BLUTSPENDEORGANISATION_2";"AMOTIVATION_1";"AMOTIVATION_2";"AMOTIVATION_3";"EXTERNAL_REGULATION_1";"EXTERNAL_REGULATION_2";"EXTERNAL_REGULATION_3";"INTROJECTED_REGULATION_1";"INTROJECTED_REGULATION_2";"ATTENTION_CHECK";"INTROJECTED_REGULATION_3";"IDENTIFIED_REGUALTION_1";"IDENTIFIED_REGUALTION_2";"IDENTIFIED_REGUALTION_3";"INTEGRATED_REGULATION_1";"INTEGRATED_REGULATION_2";"INTEGRATED_REGULATION_3";"INTRINSIC_REGUALTION_1";"INTRINSIC_REGUALTION_2";"INTRINSIC_REGUALTION_3";"INTENTION_1";"INTENTION_2";"INTENTION_3";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6889058";"rts6889146";"rts6889149";"rts6891057";"rts6891082";"rts6891085";"rts6891089";"rts6891115";"rts6891152"
"819";"0";"1";"31";"6888322";"-77";"0";"3";"96";"2";"3";"3";"-99";"3";"-77";"-66";"4";"2";"2";"7";"6";"1";"1";"2";"2";"1";"3";"3";"3";"7";"4";"1";"3";"1";"6";"2";"4";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"1a79f34eb97e4c9051a8713d1f829a37";"1";"0";"1709334708";"2024-03-01 23:11:48";"2024-03-01 23:11:48";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"820";"0";"1";"31";"6888322";"-77";"0";"1";"13";"3";"7";"1";"-99";"3";"-77";"-66";"7";"2";"3";"6";"1";"4";"2";"7";"6";"6";"7";"2";"2";"1";"1";"4";"5";"5";"1";"4";"7";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"826ecc37d52443e1dfac0ff41d6e09dd";"1";"0";"1709334709";"2024-03-01 23:11:49";"2024-03-01 23:11:49";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"821";"0";"1";"31";"6888322";"-77";"0";"2";"76";"2";"1";"4";"Testtext A+T";"2";"-77";"-66";"5";"4";"7";"4";"2";"4";"7";"5";"4";"2";"7";"6";"3";"6";"5";"6";"1";"2";"7";"5";"5";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"5dbf40472d4ceb837b7a67ae90d5d49f";"1";"0";"1709334709";"2024-03-01 23:11:49";"2024-03-01 23:11:49";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"822";"0";"1";"31";"6888322";"-77";"0";"3";"58";"4";"1";"1";"-99";"1";"3";"-99";"3";"2";"2";"1";"5";"6";"4";"6";"6";"5";"3";"2";"6";"4";"1";"7";"1";"1";"3";"7";"7";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"6fa423eaa906ac9a1f1e6ecd4d07b53f";"1";"0";"1709334709";"2024-03-01 23:11:49";"2024-03-01 23:11:49";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"823";"0";"1";"31";"6888322";"-77";"0";"1";"28";"4";"2";"2";"-99";"1";"4";"Testtext A+T";"4";"7";"3";"4";"7";"4";"2";"5";"3";"2";"4";"4";"5";"2";"3";"7";"3";"2";"2";"3";"7";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"938ee2b82542e5a3bc5d9ff9a9c49a96";"1";"0";"1709334710";"2024-03-01 23:11:50";"2024-03-01 23:11:50";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"824";"0";"1";"31";"6888322";"-77";"0";"3";"28";"1";"5";"2";"-99";"2";"-77";"-66";"6";"6";"2";"5";"6";"7";"2";"5";"6";"1";"1";"6";"1";"3";"4";"1";"6";"4";"6";"3";"6";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"d7f3af23306b5e1b51809065932a7821";"1";"0";"1709334710";"2024-03-01 23:11:50";"2024-03-01 23:11:50";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"825";"0";"1";"31";"6888322";"-77";"0";"2";"31";"1";"4";"3";"-99";"1";"4";"Testtext A+T";"3";"7";"4";"7";"6";"4";"3";"3";"4";"6";"4";"1";"7";"1";"7";"3";"7";"3";"1";"5";"1";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"18ab271acb0a762c651c65fc8bfaf726";"1";"0";"1709334711";"2024-03-01 23:11:51";"2024-03-01 23:11:51";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"826";"0";"1";"31";"6888322";"-77";"0";"1";"26";"2";"5";"4";"Testtext A+T";"1";"1";"-99";"1";"7";"4";"6";"7";"5";"2";"2";"1";"2";"4";"6";"3";"5";"5";"3";"7";"6";"3";"2";"1";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"41fbd7de08e5f9ce28274e7ff4dcd5e1";"1";"0";"1709334711";"2024-03-01 23:11:51";"2024-03-01 23:11:51";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"827";"0";"1";"31";"6888322";"-77";"0";"3";"14";"4";"1";"1";"-99";"3";"-77";"-66";"1";"2";"6";"7";"7";"1";"1";"5";"7";"7";"6";"2";"2";"5";"7";"1";"6";"7";"2";"2";"3";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"74bd1836dbedfc56633b86cb3f9c59f5";"1";"0";"1709334711";"2024-03-01 23:11:51";"2024-03-01 23:11:51";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"828";"0";"1";"31";"6888322";"-77";"1";"2";"19";"4";"7";"3";"-99";"3";"-77";"-66";"3";"5";"3";"4";"6";"4";"4";"5";"4";"5";"2";"2";"4";"6";"4";"7";"5";"3";"3";"6";"3";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"a0643b558ce17988fdfa354074a18198";"1";"0";"1709334711";"2024-03-01 23:11:51";"2024-03-01 23:11:52";"0000-00-00 00:00:00";"0";"0";"0";"1";"0";"1";"0";"1";"1"
"829";"0";"1";"31";"6888322";"-77";"0";"2";"14";"1";"5";"3";"-99";"2";"-77";"-66";"1";"2";"1";"2";"4";"7";"6";"3";"5";"3";"6";"5";"6";"3";"4";"4";"2";"4";"2";"1";"2";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"06b002f0c747021db44aa69a843033db";"1";"0";"1709334712";"2024-03-01 23:11:52";"2024-03-01 23:11:52";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"830";"0";"1";"31";"6888322";"-77";"0";"3";"94";"1";"1";"3";"-99";"1";"3";"-99";"5";"4";"5";"7";"5";"5";"4";"3";"7";"4";"3";"5";"5";"7";"5";"3";"2";"6";"5";"3";"2";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"c4774dd8a0fa20a68d6788faddfc80dc";"1";"0";"1709334712";"2024-03-01 23:11:52";"2024-03-01 23:11:52";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"831";"0";"1";"31";"6888322";"-77";"0";"1";"96";"4";"2";"3";"-99";"1";"1";"-99";"6";"6";"2";"1";"4";"2";"1";"6";"3";"3";"4";"5";"7";"4";"7";"6";"1";"1";"4";"5";"7";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"818d882949ebb2fe6f11657e25808d00";"1";"0";"1709334713";"2024-03-01 23:11:53";"2024-03-01 23:11:53";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"832";"0";"1";"31";"6888322";"-77";"0";"2";"69";"2";"7";"1";"-99";"1";"3";"-99";"3";"7";"3";"2";"2";"6";"3";"3";"4";"2";"1";"1";"2";"7";"6";"5";"1";"5";"1";"1";"3";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"d2db36411fe13a8b388f0763f19c3c85";"1";"0";"1709334713";"2024-03-01 23:11:53";"2024-03-01 23:11:53";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"833";"0";"1";"31";"6888322";"-77";"0";"3";"99";"1";"2";"3";"-99";"2";"-77";"-66";"6";"6";"4";"1";"3";"4";"4";"2";"5";"6";"5";"4";"7";"1";"6";"6";"2";"6";"4";"4";"3";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"4e99f1d2b64d4e3f096249231771e999";"1";"0";"1709334713";"2024-03-01 23:11:53";"2024-03-01 23:11:53";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"834";"0";"1";"31";"6888322";"-77";"0";"1";"66";"4";"3";"4";"Testtext A+T";"3";"-77";"-66";"2";"5";"4";"6";"3";"2";"1";"7";"4";"6";"4";"1";"2";"3";"7";"7";"7";"7";"5";"1";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"0363f9cbf7ef953e43b146dd5fadca08";"1";"0";"1709334714";"2024-03-01 23:11:54";"2024-03-01 23:11:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"835";"0";"1";"31";"6888322";"-77";"0";"2";"97";"4";"5";"1";"-99";"3";"-77";"-66";"2";"4";"3";"7";"5";"1";"2";"4";"5";"3";"4";"7";"2";"7";"2";"5";"5";"6";"6";"3";"6";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"64245ac664d5d226083e7df84f4e8546";"1";"0";"1709334714";"2024-03-01 23:11:54";"2024-03-01 23:11:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"836";"0";"1";"31";"6888322";"-77";"0";"3";"29";"2";"6";"2";"-99";"2";"-77";"-66";"4";"1";"2";"1";"2";"5";"2";"4";"5";"6";"4";"4";"2";"1";"2";"4";"1";"7";"6";"2";"5";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"63212b30745c0235d8243c2ff3f979fd";"1";"0";"1709334714";"2024-03-01 23:11:54";"2024-03-01 23:11:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"837";"0";"1";"31";"6888322";"-77";"0";"1";"42";"1";"6";"3";"-99";"2";"-77";"-66";"5";"3";"3";"3";"4";"7";"4";"3";"3";"5";"6";"2";"5";"4";"2";"1";"1";"2";"7";"1";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"ff90acafb0a906b0ada9649b866abd99";"1";"0";"1709334715";"2024-03-01 23:11:55";"2024-03-01 23:11:55";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"838";"0";"1";"31";"6888322";"-77";"0";"1";"94";"1";"5";"2";"-99";"2";"-77";"-66";"7";"3";"3";"7";"7";"4";"1";"1";"7";"4";"2";"4";"7";"6";"7";"1";"1";"5";"5";"5";"7";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"864c2e009484aa2e876c988d3896c604";"1";"0";"1709334715";"2024-03-01 23:11:55";"2024-03-01 23:11:55";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"839";"0";"1";"31";"6888322";"-77";"0";"3";"61";"1";"6";"3";"-99";"3";"-77";"-66";"3";"7";"2";"7";"7";"6";"5";"4";"1";"6";"1";"4";"3";"3";"4";"7";"2";"4";"5";"1";"4";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"04313c307f706445924d5f6558d50ea6";"1";"0";"1709334715";"2024-03-01 23:11:55";"2024-03-01 23:11:55";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"840";"0";"1";"31";"6888322";"-77";"0";"2";"36";"3";"7";"3";"-99";"2";"-77";"-66";"4";"4";"4";"1";"4";"4";"5";"3";"2";"5";"6";"1";"5";"3";"5";"4";"5";"3";"3";"5";"5";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"b83fe607fac59cea44eb7967a54141c9";"1";"0";"1709334716";"2024-03-01 23:11:56";"2024-03-01 23:11:56";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"841";"0";"1";"31";"6888322";"-77";"0";"3";"12";"2";"2";"4";"Testtext A+T";"1";"3";"-99";"6";"1";"3";"4";"4";"5";"2";"1";"7";"5";"4";"5";"7";"4";"2";"4";"3";"1";"7";"4";"6";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"35c9566dd402d186c4545ce83d49fb5b";"1";"0";"1709334716";"2024-03-01 23:11:56";"2024-03-01 23:11:56";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"842";"0";"1";"31";"6888322";"-77";"0";"1";"53";"1";"1";"1";"-99";"1";"3";"-99";"4";"6";"4";"7";"6";"1";"4";"6";"1";"1";"3";"5";"7";"3";"4";"6";"4";"4";"4";"6";"7";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"e442d87cb3f1a4d530d5b1b03c9bc773";"1";"0";"1709334716";"2024-03-01 23:11:56";"2024-03-01 23:11:56";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"843";"0";"1";"31";"6888322";"-77";"1";"2";"68";"4";"4";"3";"-99";"2";"-77";"-66";"3";"2";"5";"1";"6";"3";"2";"7";"4";"1";"3";"5";"2";"5";"5";"4";"5";"7";"4";"5";"4";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"a2be0ad260ffbf2ed0fdd57aaf25a3c5";"1";"0";"1709334716";"2024-03-01 23:11:56";"2024-03-01 23:11:57";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"1";"0";"1";"1"
"844";"0";"1";"31";"6888322";"-77";"0";"3";"98";"4";"7";"2";"-99";"3";"-77";"-66";"6";"5";"2";"6";"6";"3";"5";"7";"3";"4";"2";"7";"7";"7";"7";"7";"5";"6";"7";"3";"4";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"139c4f61ecf5bd69beaee536a6ad2551";"1";"0";"1709334717";"2024-03-01 23:11:57";"2024-03-01 23:11:57";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"845";"0";"1";"31";"6888322";"-77";"0";"1";"3";"4";"2";"3";"-99";"3";"-77";"-66";"3";"3";"3";"7";"5";"2";"2";"2";"2";"3";"1";"2";"7";"6";"7";"5";"7";"3";"1";"3";"2";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"8ba68145d27f91f4b555a06bfeea23e8";"1";"0";"1709334717";"2024-03-01 23:11:57";"2024-03-01 23:11:57";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"846";"0";"1";"31";"6888322";"-77";"1";"2";"87";"4";"3";"3";"-99";"1";"2";"-99";"1";"2";"1";"2";"2";"4";"7";"2";"1";"4";"1";"2";"7";"1";"5";"2";"2";"4";"2";"1";"1";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"35d262ca2b6656ca2e1f95c19a7049b1";"1";"0";"1709334717";"2024-03-01 23:11:57";"2024-03-01 23:11:58";"0000-00-00 00:00:00";"0";"1";"1";"1";"0";"1";"0";"1";"1"
"847";"0";"1";"31";"6888322";"-77";"0";"2";"99";"4";"5";"4";"Testtext A+T";"1";"3";"-99";"7";"5";"6";"5";"3";"7";"7";"1";"7";"1";"7";"6";"3";"5";"7";"2";"2";"3";"4";"2";"4";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"d8a2e913da41f4b6f596bb424756b295";"1";"0";"1709334718";"2024-03-01 23:11:58";"2024-03-01 23:11:58";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"848";"0";"1";"31";"6888322";"-77";"0";"1";"67";"3";"5";"2";"-99";"1";"4";"Testtext A+T";"2";"4";"7";"6";"3";"1";"2";"2";"1";"4";"2";"7";"7";"5";"6";"2";"1";"5";"6";"4";"4";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"e196afa799c1fca8132af3ea47dcbd1a";"1";"0";"1709334718";"2024-03-01 23:11:58";"2024-03-01 23:11:58";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"849";"0";"1";"31";"6888322";"-77";"1";"3";"29";"1";"5";"3";"-99";"1";"1";"-99";"1";"1";"2";"3";"4";"6";"2";"4";"2";"5";"3";"3";"1";"1";"3";"7";"2";"2";"5";"2";"2";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"9a1d4507921f47694e9cb62ae8cde322";"1";"0";"1709334718";"2024-03-01 23:11:58";"2024-03-01 23:11:59";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"1";"1"
"850";"0";"1";"31";"6888322";"-77";"0";"1";"31";"2";"5";"4";"Testtext A+T";"1";"4";"Testtext A+T";"4";"5";"3";"2";"2";"2";"2";"6";"7";"4";"6";"6";"7";"6";"5";"5";"7";"2";"4";"4";"5";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"8118a174dbe6525b1bb2c4e6729663a2";"1";"0";"1709334719";"2024-03-01 23:11:59";"2024-03-01 23:11:59";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"851";"0";"1";"31";"6888322";"-77";"0";"3";"36";"2";"2";"3";"-99";"3";"-77";"-66";"4";"4";"2";"6";"6";"4";"3";"5";"2";"1";"2";"1";"3";"6";"4";"7";"5";"5";"5";"5";"7";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"007ecb2c9a1c4629f7d6a117890e6827";"1";"0";"1709334719";"2024-03-01 23:11:59";"2024-03-01 23:11:59";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"852";"0";"1";"31";"6888322";"-77";"1";"2";"32";"4";"5";"2";"-99";"2";"-77";"-66";"6";"2";"5";"5";"6";"7";"4";"3";"4";"7";"1";"4";"6";"5";"7";"7";"5";"2";"4";"6";"7";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"c180b9df1e5bd19d923ec1532686f7fa";"1";"0";"1709334719";"2024-03-01 23:11:59";"2024-03-01 23:12:00";"0000-00-00 00:00:00";"0";"0";"0";"1";"0";"1";"0";"1";"1"
"853";"0";"1";"31";"6888322";"-77";"0";"1";"58";"1";"6";"3";"-99";"1";"1";"-99";"1";"1";"1";"7";"6";"2";"1";"5";"6";"3";"2";"3";"7";"1";"3";"1";"2";"1";"2";"2";"5";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"001351f9e60697521ff7b140f0ce8be8";"1";"0";"1709334720";"2024-03-01 23:12:00";"2024-03-01 23:12:00";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
